진료년도,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2021,인천,인천강화군,남,50~59세,0,0,0
2021,인천,인천강화군,남,60~69세,22,878,73694770
2021,인천,인천강화군,남,70~79세,173,3267,236475080
2021,인천,인천강화군,남,80~89세,309,4723,329938000
2021,인천,인천강화군,남,90~99세,52,529,32847530
2021,인천,인천강화군,남,100세 이상,0,0,0
2021,인천,인천강화군,여,0~9세,0,0,0
2021,인천,인천강화군,여,10~19세,0,0,0
2021,인천,인천강화군,여,20~29세,0,0,0
2021,인천,인천강화군,여,30~39세,0,0,0
2021,인천,인천강화군,여,40~49세,0,0,0
2021,인천,인천강화군,여,50~59세,0,0,0
2021,인천,인천강화군,여,60~69세,37,601,33840320
2021,인천,인천강화군,여,70~79세,289,2569,142967530
2021,인천,인천강화군,여,80~89세,729,12454,779589960
2021,인천,인천강화군,여,90~99세,314,5389,305196820
2021,인천,인천강화군,여,100세 이상,23,793,59287640
2021,인천,인천옹진군,남,0~9세,0,0,0
2021,인천,인천옹진군,남,10~19세,0,0,0
2021,인천,인천옹진군,남,20~29세,0,0,0
2021,인천,인천옹진군,남,30~39세,0,0,0
2021,인천,인천옹진군,남,40~49세,0,0,0
2021,인천,인천옹진군,남,50~59세,0,0,0
2021,인천,인천옹진군,남,60~69세,0,0,0
2021,인천,인천옹진군,남,70~79세,0,0,0
2021,인천,인천옹진군,남,80~89세,0,0,0
2021,인천,인천옹진군,남,90~99세,0,0,0
2021,인천,인천옹진군,남,100세 이상,0,0,0
2021,인천,인천옹진군,여,0~9세,0,0,0
2021,인천,인천옹진군,여,10~19세,0,0,0
2021,인천,인천옹진군,여,20~29세,0,0,0
2021,인천,인천옹진군,여,30~39세,0,0,0
2021,인천,인천옹진군,여,40~49세,0,0,0
2021,인천,인천옹진군,여,50~59세,0,0,0
2021,인천,인천옹진군,여,60~69세,0,0,0
2021,인천,인천옹진군,여,70~79세,0,0,0
2021,인천,인천옹진군,여,80~89세,13,27,2110620
2021,인천,인천옹진군,여,90~99세,11,34,2133850
2021,인천,인천옹진군,여,100세 이상,0,0,0
2021,대구,대구남구,남,0~9세,0,0,0
2021,대구,대구남구,남,10~19세,0,0,0
2021,대구,대구남구,남,20~29세,0,0,0
2021,대구,대구남구,남,30~39세,0,0,0
2021,대구,대구남구,남,40~49세,0,0,0
2021,대구,대구남구,남,50~59세,18,645,54751410
2021,대구,대구남구,남,60~69세,162,3043,266697760
2021,대구,대구남구,남,70~79세,451,7111,587991740
2021,대구,대구남구,남,80~89세,608,17524,1474209200
2021,대구,대구남구,남,90~99세,90,4684,379479060
2021,대구,대구남구,남,100세 이상,0,0,0
2021,대구,대구남구,여,0~9세,0,0,0
2021,대구,대구남구,여,10~19세,0,0,0
2021,대구,대구남구,여,20~29세,0,0,0
2021,대구,대구남구,여,30~39세,0,0,0
2021,대구,대구남구,여,40~49세,0,0,0
2021,대구,대구남구,여,50~59세,28,132,13220720
2021,대구,대구남구,여,60~69세,158,2780,243878300
2021,대구,대구남구,여,70~79세,909,17439,1528352320
2021,대구,대구남구,여,80~89세,1885,76514,6127287650
2021,대구,대구남구,여,90~99세,476,29998,2337772520
2021,대구,대구남구,여,100세 이상,17,1639,128376550
2021,대구,대구동구,남,0~9세,0,0,0
2021,대구,대구동구,남,10~19세,0,0,0
2021,대구,대구동구,남,20~29세,0,0,0
2021,대구,대구동구,남,30~39세,0,0,0
2021,대구,대구동구,남,40~49세,0,0,0
2021,대구,대구동구,남,50~59세,28,641,45601550
2021,대구,대구동구,남,60~69세,203,3908,308357320
2021,대구,대구동구,남,70~79세,785,12034,901797960
2021,대구,대구동구,남,80~89세,1017,19400,1421968540
2021,대구,대구동구,남,90~99세,112,3670,285226410
2021,대구,대구동구,남,100세 이상,0,0,0
2021,대구,대구동구,여,0~9세,0,0,0
2021,대구,대구동구,여,10~19세,0,0,0
2021,대구,대구동구,여,20~29세,0,0,0
2021,대구,대구동구,여,30~39세,0,0,0
2021,대구,대구동구,여,40~49세,0,0,0
2021,대구,대구동구,여,50~59세,37,790,55910460
2021,대구,대구동구,여,60~69세,360,3792,247336090
2021,대구,대구동구,여,70~79세,1608,20729,1388833370
2021,대구,대구동구,여,80~89세,2837,74053,5330245390
2021,대구,대구동구,여,90~99세,709,30761,2296843500
2021,대구,대구동구,여,100세 이상,21,1283,96482600
2021,대구,대구북구,남,0~9세,0,0,0
2021,대구,대구북구,남,10~19세,0,0,0
2021,대구,대구북구,남,20~29세,0,0,0
2021,대구,대구북구,남,30~39세,0,0,0
2021,대구,대구북구,남,40~49세,0,0,0
2021,대구,대구북구,남,50~59세,34,916,75710410
2021,대구,대구북구,남,60~69세,148,3968,328819200
2021,대구,대구북구,남,70~79세,494,12473,1014085880
2021,대구,대구북구,남,80~89세,761,20703,1677285570
2021,대구,대구북구,남,90~99세,122,4437,341774980
2021,대구,대구북구,남,100세 이상,0,0,0
2021,대구,대구북구,여,0~9세,0,0,0
2021,대구,대구북구,여,10~19세,0,0,0
2021,대구,대구북구,여,20~29세,0,0,0
2021,대구,대구북구,여,30~39세,0,0,0
2021,대구,대구북구,여,40~49세,0,0,0
2021,대구,대구북구,여,50~59세,32,93,9421000
2021,대구,대구북구,여,60~69세,217,2782,220822970
2021,대구,대구북구,여,70~79세,1053,21415,1725294310
2021,대구,대구북구,여,80~89세,2369,75645,5897457420
2021,대구,대구북구,여,90~99세,586,22412,1715154290
2021,대구,대구북구,여,100세 이상,0,0,0
2021,대구,대구서구,남,0~9세,0,0,0
2021,대구,대구서구,남,10~19세,0,0,0
2021,대구,대구서구,남,20~29세,0,0,0
2021,대구,대구서구,남,30~39세,0,0,0
2021,대구,대구서구,남,40~49세,0,0,0
2021,대구,대구서구,남,50~59세,0,0,0
2021,대구,대구서구,남,60~69세,91,3883,306375040
2021,대구,대구서구,남,70~79세,296,10156,842229050
2021,대구,대구서구,남,80~89세,415,19887,1584209850
2021,대구,대구서구,남,90~99세,81,4843,385671640
2021,대구,대구서구,남,100세 이상,0,0,0
2021,대구,대구서구,여,0~9세,0,0,0
2021,대구,대구서구,여,10~19세,0,0,0
2021,대구,대구서구,여,20~29세,0,0,0
2021,대구,대구서구,여,30~39세,0,0,0
2021,대구,대구서구,여,40~49세,0,0,0
2021,대구,대구서구,여,50~59세,0,0,0
2021,대구,대구서구,여,60~69세,74,2050,163939690
2021,대구,대구서구,여,70~79세,544,14773,1147556930
2021,대구,대구서구,여,80~89세,1356,82438,6457526740
2021,대구,대구서구,여,90~99세,417,28807,2267697260
2021,대구,대구서구,여,100세 이상,10,907,68731580
2021,대구,대구수성구,남,0~9세,0,0,0
2021,대구,대구수성구,남,10~19세,0,0,0
2021,대구,대구수성구,남,20~29세,0,0,0
2021,대구,대구수성구,남,30~39세,0,0,0
2021,대구,대구수성구,남,40~49세,0,0,0
2021,대구,대구수성구,남,50~59세,16,433,41458160
2021,대구,대구수성구,남,60~69세,110,3194,282364060
2021,대구,대구수성구,남,70~79세,389,7299,630724500
2021,대구,대구수성구,남,80~89세,639,20439,1714994250
2021,대구,대구수성구,남,90~99세,107,5429,439696830
2021,대구,대구수성구,남,100세 이상,0,0,0
2021,대구,대구수성구,여,0~9세,0,0,0
2021,대구,대구수성구,여,10~19세,0,0,0
2021,대구,대구수성구,여,20~29세,0,0,0
2021,대구,대구수성구,여,30~39세,0,0,0
2021,대구,대구수성구,여,40~49세,0,0,0
2021,대구,대구수성구,여,50~59세,17,138,12063200
2021,대구,대구수성구,여,60~69세,178,1412,130636000
2021,대구,대구수성구,여,70~79세,847,18962,1554427420
2021,대구,대구수성구,여,80~89세,1862,80980,6588962940
2021,대구,대구수성구,여,90~99세,523,38628,3133603540
2021,대구,대구수성구,여,100세 이상,0,0,0
2021,대구,대구중구,남,0~9세,0,0,0
2021,대구,대구중구,남,10~19세,0,0,0
2021,대구,대구중구,남,20~29세,0,0,0
2021,대구,대구중구,남,30~39세,0,0,0
2021,대구,대구중구,남,40~49세,0,0,0
2021,대구,대구중구,남,50~59세,16,48,3083430
2021,대구,대구중구,남,60~69세,77,383,33455160
2021,대구,대구중구,남,70~79세,301,1866,141845870
2021,대구,대구중구,남,80~89세,376,3246,233273550
2021,대구,대구중구,남,90~99세,40,307,27440140
2021,대구,대구중구,남,100세 이상,0,0,0
2021,대구,대구중구,여,0~9세,0,0,0
2021,대구,대구중구,여,10~19세,0,0,0
2021,대구,대구중구,여,20~29세,0,0,0
2021,대구,대구중구,여,30~39세,0,0,0
2021,대구,대구중구,여,40~49세,0,0,0
2021,대구,대구중구,여,50~59세,22,97,5550480
2021,대구,대구중구,여,60~69세,128,537,51960510
2021,대구,대구중구,여,70~79세,548,3645,267085110
2021,대구,대구중구,여,80~89세,863,13200,973669020
2021,대구,대구중구,여,90~99세,151,4992,376891480
2021,대구,대구중구,여,100세 이상,0,0,0
2021,대구,대구달서구,남,0~9세,0,0,0
2021,대구,대구달서구,남,10~19세,0,0,0
2021,대구,대구달서구,남,20~29세,0,0,0
2021,대구,대구달서구,남,30~39세,0,0,0
2021,대구,대구달서구,남,40~49세,0,0,0
2021,대구,대구달서구,남,50~59세,24,563,42885850
2021,대구,대구달서구,남,60~69세,228,5178,426818040
2021,대구,대구달서구,남,70~79세,998,16244,1289124290
2021,대구,대구달서구,남,80~89세,1157,20999,1635219930
2021,대구,대구달서구,남,90~99세,225,4262,325886160
2021,대구,대구달서구,남,100세 이상,0,0,0
2021,대구,대구달서구,여,0~9세,0,0,0
2021,대구,대구달서구,여,10~19세,0,0,0
2021,대구,대구달서구,여,20~29세,0,0,0
2021,대구,대구달서구,여,30~39세,0,0,0
2021,대구,대구달서구,여,40~49세,0,0,0
2021,대구,대구달서구,여,50~59세,41,337,23724560
2021,대구,대구달서구,여,60~69세,283,2944,233107970
2021,대구,대구달서구,여,70~79세,1459,26054,2005994110
2021,대구,대구달서구,여,80~89세,3190,103131,7894492780
2021,대구,대구달서구,여,90~99세,773,40043,3105041810
2021,대구,대구달서구,여,100세 이상,14,928,73720700
2021,대구,대구달성군,남,0~9세,0,0,0
2021,대구,대구달성군,남,10~19세,0,0,0
2021,대구,대구달성군,남,20~29세,0,0,0
2021,대구,대구달성군,남,30~39세,0,0,0
2021,대구,대구달성군,남,40~49세,0,0,0
2021,대구,대구달성군,남,50~59세,0,0,0
2021,대구,대구달성군,남,60~69세,25,1887,155589460
2021,대구,대구달성군,남,70~79세,130,9997,798177540
2021,대구,대구달성군,남,80~89세,270,17441,1393116460
2021,대구,대구달성군,남,90~99세,55,5387,432817990
2021,대구,대구달성군,남,100세 이상,0,0,0
2021,대구,대구달성군,여,0~9세,0,0,0
2021,대구,대구달성군,여,10~19세,0,0,0
2021,대구,대구달성군,여,20~29세,0,0,0
2021,대구,대구달성군,여,30~39세,0,0,0
2021,대구,대구달성군,여,40~49세,0,0,0
2021,대구,대구달성군,여,50~59세,0,0,0
2021,대구,대구달성군,여,60~69세,29,1264,100651930
2021,대구,대구달성군,여,70~79세,249,19628,1568099930
2021,대구,대구달성군,여,80~89세,885,88441,6998479930
2021,대구,대구달성군,여,90~99세,284,32153,2533314750
2021,대구,대구달성군,여,100세 이상,0,0,0
2021,광주,광주동구,남,0~9세,0,0,0
2021,광주,광주동구,남,10~19세,0,0,0
2021,광주,광주동구,남,20~29세,0,0,0
2021,광주,광주동구,남,30~39세,0,0,0
2021,광주,광주동구,남,40~49세,0,0,0
2021,광주,광주동구,남,50~59세,27,1351,126562940
2021,광주,광주동구,남,60~69세,130,4990,472935720
2021,광주,광주동구,남,70~79세,467,13806,1256798240
2021,광주,광주동구,남,80~89세,595,23976,2068950890
2021,광주,광주동구,남,90~99세,90,7249,617264610
2021,광주,광주동구,남,100세 이상,0,0,0
2021,광주,광주동구,여,0~9세,0,0,0
2021,광주,광주동구,여,10~19세,0,0,0
2021,광주,광주동구,여,20~29세,0,0,0
2021,광주,광주동구,여,30~39세,0,0,0
2021,광주,광주동구,여,40~49세,0,0,0
2021,광주,광주동구,여,50~59세,36,150,12864770
2021,광주,광주동구,여,60~69세,203,2333,219177680
2021,광주,광주동구,여,70~79세,824,23777,2128553420
2021,광주,광주동구,여,80~89세,1390,89258,7460792000
2021,광주,광주동구,여,90~99세,443,57749,4745776720
2021,광주,광주동구,여,100세 이상,18,1894,153213340
2021,광주,광주북구,남,0~9세,0,0,0
2021,광주,광주북구,남,10~19세,0,0,0
2021,광주,광주북구,남,20~29세,0,0,0
2021,광주,광주북구,남,30~39세,0,0,0
2021,광주,광주북구,남,40~49세,0,0,0
2021,광주,광주북구,남,50~59세,32,2871,242456620
2021,광주,광주북구,남,60~69세,192,12047,1041425380
2021,광주,광주북구,남,70~79세,792,33629,2935859810
2021,광주,광주북구,남,80~89세,1140,63329,5419095690
2021,광주,광주북구,남,90~99세,195,16016,1342725420
2021,광주,광주북구,남,100세 이상,0,0,0
2021,광주,광주북구,여,0~9세,0,0,0
2021,광주,광주북구,여,10~19세,0,0,0
2021,광주,광주북구,여,20~29세,0,0,0
2021,광주,광주북구,여,30~39세,0,0,0
2021,광주,광주북구,여,40~49세,0,0,0
2021,광주,광주북구,여,50~59세,24,1073,82882040
2021,광주,광주북구,여,60~69세,226,7608,692054500
2021,광주,광주북구,여,70~79세,1502,56714,4933998250
2021,광주,광주북구,여,80~89세,3465,260270,21313956350
2021,광주,광주북구,여,90~99세,1106,114221,9189105180
2021,광주,광주북구,여,100세 이상,33,4014,327378020
2021,광주,광주서구,남,0~9세,0,0,0
2021,광주,광주서구,남,10~19세,0,0,0
2021,광주,광주서구,남,20~29세,0,0,0
2021,광주,광주서구,남,30~39세,0,0,0
2021,광주,광주서구,남,40~49세,0,0,0
2021,광주,광주서구,남,50~59세,0,0,0
2021,광주,광주서구,남,60~69세,44,2912,244817970
2021,광주,광주서구,남,70~79세,208,7842,662208510
2021,광주,광주서구,남,80~89세,334,15299,1253413510
2021,광주,광주서구,남,90~99세,57,4874,385885230
2021,광주,광주서구,남,100세 이상,0,0,0
2021,광주,광주서구,여,0~9세,0,0,0
2021,광주,광주서구,여,10~19세,0,0,0
2021,광주,광주서구,여,20~29세,0,0,0
2021,광주,광주서구,여,30~39세,0,0,0
2021,광주,광주서구,여,40~49세,0,0,0
2021,광주,광주서구,여,50~59세,0,0,0
2021,광주,광주서구,여,60~69세,66,1861,160567540
2021,광주,광주서구,여,70~79세,436,16458,1316382970
2021,광주,광주서구,여,80~89세,1107,80003,6518162160
2021,광주,광주서구,여,90~99세,345,42265,3399809170
2021,광주,광주서구,여,100세 이상,11,1202,95755690
2021,광주,광주광산구,남,0~9세,0,0,0
2021,광주,광주광산구,남,10~19세,0,0,0
2021,광주,광주광산구,남,20~29세,0,0,0
2021,광주,광주광산구,남,30~39세,0,0,0
2021,광주,광주광산구,남,40~49세,0,0,0
2021,광주,광주광산구,남,50~59세,27,2175,175479920
2021,광주,광주광산구,남,60~69세,124,9762,823957040
2021,광주,광주광산구,남,70~79세,809,33618,2812555960
2021,광주,광주광산구,남,80~89세,875,53725,4370363050
2021,광주,광주광산구,남,90~99세,221,13682,1095384380
2021,광주,광주광산구,남,100세 이상,0,0,0
2021,광주,광주광산구,여,0~9세,0,0,0
2021,광주,광주광산구,여,10~19세,0,0,0
2021,광주,광주광산구,여,20~29세,0,0,0
2021,광주,광주광산구,여,30~39세,0,0,0
2021,광주,광주광산구,여,40~49세,0,0,0
2021,광주,광주광산구,여,50~59세,18,225,20458630
2021,광주,광주광산구,여,60~69세,138,5481,456031540
2021,광주,광주광산구,여,70~79세,1026,52821,4333094990
2021,광주,광주광산구,여,80~89세,2468,210223,16921080210
2021,광주,광주광산구,여,90~99세,715,95687,7724967360
2021,광주,광주광산구,여,100세 이상,26,5003,401573340
2021,광주,광주남구,남,0~9세,0,0,0
2021,광주,광주남구,남,10~19세,0,0,0
2021,광주,광주남구,남,20~29세,0,0,0
2021,광주,광주남구,남,30~39세,0,0,0
2021,광주,광주남구,남,40~49세,0,0,0
2021,광주,광주남구,남,50~59세,0,0,0
2021,광주,광주남구,남,60~69세,67,3066,262988420
2021,광주,광주남구,남,70~79세,263,14001,1134346400
2021,광주,광주남구,남,80~89세,444,32292,2686405410
2021,광주,광주남구,남,90~99세,85,9877,771238920
2021,광주,광주남구,남,100세 이상,0,0,0
2021,광주,광주남구,여,0~9세,0,0,0
2021,광주,광주남구,여,10~19세,0,0,0
2021,광주,광주남구,여,20~29세,0,0,0
2021,광주,광주남구,여,30~39세,0,0,0
2021,광주,광주남구,여,40~49세,0,0,0
2021,광주,광주남구,여,50~59세,0,0,0
2021,광주,광주남구,여,60~69세,67,1965,169492340
2021,광주,광주남구,여,70~79세,483,25396,2100910140
2021,광주,광주남구,여,80~89세,1306,125225,10099817780
2021,광주,광주남구,여,90~99세,461,67034,5379878780
2021,광주,광주남구,여,100세 이상,14,1977,149519780
2021,대전,대전유성구,남,0~9세,0,0,0
2021,대전,대전유성구,남,10~19세,0,0,0
2021,대전,대전유성구,남,20~29세,0,0,0
2021,대전,대전유성구,남,30~39세,0,0,0
2021,대전,대전유성구,남,40~49세,0,0,0
2021,대전,대전유성구,남,50~59세,0,0,0
2021,대전,대전유성구,남,60~69세,51,2267,180393300
2021,대전,대전유성구,남,70~79세,182,5899,472943600
2021,대전,대전유성구,남,80~89세,396,18722,1487236100
2021,대전,대전유성구,남,90~99세,76,4624,368455760
2021,대전,대전유성구,남,100세 이상,0,0,0
2021,대전,대전유성구,여,0~9세,0,0,0
2021,대전,대전유성구,여,10~19세,0,0,0
2021,대전,대전유성구,여,20~29세,0,0,0
2021,대전,대전유성구,여,30~39세,0,0,0
2021,대전,대전유성구,여,40~49세,0,0,0
2021,대전,대전유성구,여,50~59세,0,0,0
2021,대전,대전유성구,여,60~69세,79,2580,211586060
2021,대전,대전유성구,여,70~79세,385,14010,1137206020
2021,대전,대전유성구,여,80~89세,1206,68153,5425730780
2021,대전,대전유성구,여,90~99세,415,29547,2317508280
2021,대전,대전유성구,여,100세 이상,15,1065,84414400
2021,대전,대전대덕구,남,0~9세,0,0,0
2021,대전,대전대덕구,남,10~19세,0,0,0
2021,대전,대전대덕구,남,20~29세,0,0,0
2021,대전,대전대덕구,남,30~39세,0,0,0
2021,대전,대전대덕구,남,40~49세,0,0,0
2021,대전,대전대덕구,남,50~59세,0,0,0
2021,대전,대전대덕구,남,60~69세,55,999,81095250
2021,대전,대전대덕구,남,70~79세,641,5527,404698300
2021,대전,대전대덕구,남,80~89세,399,5866,417991650
2021,대전,대전대덕구,남,90~99세,124,1415,116022840
2021,대전,대전대덕구,남,100세 이상,0,0,0
2021,대전,대전대덕구,여,0~9세,0,0,0
2021,대전,대전대덕구,여,10~19세,0,0,0
2021,대전,대전대덕구,여,20~29세,0,0,0
2021,대전,대전대덕구,여,30~39세,0,0,0
2021,대전,대전대덕구,여,40~49세,0,0,0
2021,대전,대전대덕구,여,50~59세,0,0,0
2021,대전,대전대덕구,여,60~69세,80,945,67808430
2021,대전,대전대덕구,여,70~79세,354,3489,233382200
2021,대전,대전대덕구,여,80~89세,856,17035,1239452730
2021,대전,대전대덕구,여,90~99세,293,7478,544918230
2021,대전,대전대덕구,여,100세 이상,10,437,32471340
2021,대전,대전서구,남,0~9세,0,0,0
2021,대전,대전서구,남,10~19세,0,0,0
2021,대전,대전서구,남,20~29세,0,0,0
2021,대전,대전서구,남,30~39세,0,0,0
2021,대전,대전서구,남,40~49세,0,0,0
2021,대전,대전서구,남,50~59세,16,305,32988610
2021,대전,대전서구,남,60~69세,120,2938,229662500
2021,대전,대전서구,남,70~79세,430,5734,442968490
2021,대전,대전서구,남,80~89세,731,15800,1212537840
2021,대전,대전서구,남,90~99세,139,4591,350609170
2021,대전,대전서구,남,100세 이상,0,0,0
2021,대전,대전서구,여,0~9세,0,0,0
2021,대전,대전서구,여,10~19세,0,0,0
2021,대전,대전서구,여,20~29세,0,0,0
2021,대전,대전서구,여,30~39세,0,0,0
2021,대전,대전서구,여,40~49세,0,0,0
2021,대전,대전서구,여,50~59세,32,391,36760330
2021,대전,대전서구,여,60~69세,154,690,48484690
2021,대전,대전서구,여,70~79세,855,15107,1157284850
2021,대전,대전서구,여,80~89세,2156,65291,4851546550
2021,대전,대전서구,여,90~99세,764,39651,2956017020
2021,대전,대전서구,여,100세 이상,24,1454,110267300
2021,대전,대전동구,남,0~9세,0,0,0
2021,대전,대전동구,남,10~19세,0,0,0
2021,대전,대전동구,남,20~29세,0,0,0
2021,대전,대전동구,남,30~39세,0,0,0
2021,대전,대전동구,남,40~49세,0,0,0
2021,대전,대전동구,남,50~59세,17,1275,99670770
2021,대전,대전동구,남,60~69세,109,5193,412182020
2021,대전,대전동구,남,70~79세,285,11489,907514990
2021,대전,대전동구,남,80~89세,512,26007,2025429090
2021,대전,대전동구,남,90~99세,112,7505,595962130
2021,대전,대전동구,남,100세 이상,0,0,0
2021,대전,대전동구,여,0~9세,0,0,0
2021,대전,대전동구,여,10~19세,0,0,0
2021,대전,대전동구,여,20~29세,0,0,0
2021,대전,대전동구,여,30~39세,0,0,0
2021,대전,대전동구,여,40~49세,0,0,0
2021,대전,대전동구,여,50~59세,10,645,51514980
2021,대전,대전동구,여,60~69세,82,3272,254927480
2021,대전,대전동구,여,70~79세,510,24691,1937083980
2021,대전,대전동구,여,80~89세,1479,113484,8864474610
2021,대전,대전동구,여,90~99세,592,57174,4413137490
2021,대전,대전동구,여,100세 이상,14,1466,113754630
2021,대전,대전중구,남,0~9세,0,0,0
2021,대전,대전중구,남,10~19세,0,0,0
2021,대전,대전중구,남,20~29세,0,0,0
2021,대전,대전중구,남,30~39세,0,0,0
2021,대전,대전중구,남,40~49세,0,0,0
2021,대전,대전중구,남,50~59세,29,1087,98623680
2021,대전,대전중구,남,60~69세,184,3502,342121720
2021,대전,대전중구,남,70~79세,585,9175,790156740
2021,대전,대전중구,남,80~89세,847,18265,1562711640
2021,대전,대전중구,남,90~99세,153,7252,577368540
2021,대전,대전중구,남,100세 이상,0,0,0
2021,대전,대전중구,여,0~9세,0,0,0
2021,대전,대전중구,여,10~19세,0,0,0
2021,대전,대전중구,여,20~29세,0,0,0
2021,대전,대전중구,여,30~39세,0,0,0
2021,대전,대전중구,여,40~49세,0,0,0
2021,대전,대전중구,여,50~59세,41,326,28182410
2021,대전,대전중구,여,60~69세,237,1874,183818350
2021,대전,대전중구,여,70~79세,1127,17116,1447448330
2021,대전,대전중구,여,80~89세,2100,60011,4748063280
2021,대전,대전중구,여,90~99세,596,33769,2623048580
2021,대전,대전중구,여,100세 이상,21,674,52380970
2021,울산,울산남구,남,0~9세,0,0,0
2021,울산,울산남구,남,10~19세,0,0,0
2021,울산,울산남구,남,20~29세,0,0,0
2021,울산,울산남구,남,30~39세,0,0,0
2021,울산,울산남구,남,40~49세,0,0,0
2021,울산,울산남구,남,50~59세,17,1377,111714540
2021,울산,울산남구,남,60~69세,124,7302,573259780
2021,울산,울산남구,남,70~79세,480,17818,1418519380
2021,울산,울산남구,남,80~89세,556,27683,2223645400
2021,울산,울산남구,남,90~99세,88,6081,491903060
2021,울산,울산남구,남,100세 이상,0,0,0
2021,울산,울산남구,여,0~9세,0,0,0
2021,울산,울산남구,여,10~19세,0,0,0
2021,울산,울산남구,여,20~29세,0,0,0
2021,울산,울산남구,여,30~39세,0,0,0
2021,울산,울산남구,여,40~49세,0,0,0
2021,울산,울산남구,여,50~59세,22,1856,141445980
2021,울산,울산남구,여,60~69세,154,4615,382468410
2021,울산,울산남구,여,70~79세,864,37036,2957889940
2021,울산,울산남구,여,80~89세,2096,154091,12080241930
2021,울산,울산남구,여,90~99세,587,65803,5115827160
2021,울산,울산남구,여,100세 이상,15,2147,159762500
2021,울산,울산동구,남,0~9세,0,0,0
2021,울산,울산동구,남,10~19세,0,0,0
2021,울산,울산동구,남,20~29세,0,0,0
2021,울산,울산동구,남,30~39세,0,0,0
2021,울산,울산동구,남,40~49세,0,0,0
2021,울산,울산동구,남,50~59세,0,0,0
2021,울산,울산동구,남,60~69세,64,2112,171157300
2021,울산,울산동구,남,70~79세,173,6688,533920170
2021,울산,울산동구,남,80~89세,160,7599,636883070
2021,울산,울산동구,남,90~99세,15,1297,104289660
2021,울산,울산동구,남,100세 이상,0,0,0
2021,울산,울산동구,여,0~9세,0,0,0
2021,울산,울산동구,여,10~19세,0,0,0
2021,울산,울산동구,여,20~29세,0,0,0
2021,울산,울산동구,여,30~39세,0,0,0
2021,울산,울산동구,여,40~49세,0,0,0
2021,울산,울산동구,여,50~59세,19,183,20778250
2021,울산,울산동구,여,60~69세,101,1825,177418790
2021,울산,울산동구,여,70~79세,260,6850,578719110
2021,울산,울산동구,여,80~89세,517,45087,3587488440
2021,울산,울산동구,여,90~99세,131,16621,1345195840
2021,울산,울산동구,여,100세 이상,0,0,0
2021,울산,울산중구,남,0~9세,0,0,0
2021,울산,울산중구,남,10~19세,0,0,0
2021,울산,울산중구,남,20~29세,0,0,0
2021,울산,울산중구,남,30~39세,0,0,0
2021,울산,울산중구,남,40~49세,0,0,0
2021,울산,울산중구,남,50~59세,13,413,28068490
2021,울산,울산중구,남,60~69세,106,2921,212303790
2021,울산,울산중구,남,70~79세,308,5276,409402960
2021,울산,울산중구,남,80~89세,304,6848,533393380
2021,울산,울산중구,남,90~99세,28,1193,90523240
2021,울산,울산중구,남,100세 이상,0,0,0
2021,울산,울산중구,여,0~9세,0,0,0
2021,울산,울산중구,여,10~19세,0,0,0
2021,울산,울산중구,여,20~29세,0,0,0
2021,울산,울산중구,여,30~39세,0,0,0
2021,울산,울산중구,여,40~49세,0,0,0
2021,울산,울산중구,여,50~59세,19,77,9071410
2021,울산,울산중구,여,60~69세,109,1293,103261820
2021,울산,울산중구,여,70~79세,509,11678,924775430
2021,울산,울산중구,여,80~89세,912,41454,3184297350
2021,울산,울산중구,여,90~99세,206,14906,1151831550
2021,울산,울산중구,여,100세 이상,0,0,0
2021,울산,울산북구,남,0~9세,0,0,0
2021,울산,울산북구,남,10~19세,0,0,0
2021,울산,울산북구,남,20~29세,0,0,0
2021,울산,울산북구,남,30~39세,0,0,0
2021,울산,울산북구,남,40~49세,0,0,0
2021,울산,울산북구,남,50~59세,0,0,0
2021,울산,울산북구,남,60~69세,35,1850,135568670
2021,울산,울산북구,남,70~79세,101,5763,411153880
2021,울산,울산북구,남,80~89세,167,9865,748667480
2021,울산,울산북구,남,90~99세,23,1686,117539600
2021,울산,울산북구,남,100세 이상,0,0,0
2021,울산,울산북구,여,0~9세,0,0,0
2021,울산,울산북구,여,10~19세,0,0,0
2021,울산,울산북구,여,20~29세,0,0,0
2021,울산,울산북구,여,30~39세,0,0,0
2021,울산,울산북구,여,40~49세,0,0,0
2021,울산,울산북구,여,50~59세,0,0,0
2021,울산,울산북구,여,60~69세,45,1390,110021230
2021,울산,울산북구,여,70~79세,237,14545,1070955290
2021,울산,울산북구,여,80~89세,650,50503,3818987770
2021,울산,울산북구,여,90~99세,199,20608,1572144000
2021,울산,울산북구,여,100세 이상,0,0,0
2021,울산,울산울주군,남,0~9세,0,0,0
2021,울산,울산울주군,남,10~19세,0,0,0
2021,울산,울산울주군,남,20~29세,0,0,0
2021,울산,울산울주군,남,30~39세,0,0,0
2021,울산,울산울주군,남,40~49세,0,0,0
2021,울산,울산울주군,남,50~59세,0,0,0
2021,울산,울산울주군,남,60~69세,33,3181,259936620
2021,울산,울산울주군,남,70~79세,149,11341,949548290
2021,울산,울산울주군,남,80~89세,238,23977,1960352930
2021,울산,울산울주군,남,90~99세,43,5724,454990200
2021,울산,울산울주군,남,100세 이상,0,0,0
2021,울산,울산울주군,여,0~9세,0,0,0
2021,울산,울산울주군,여,10~19세,0,0,0
2021,울산,울산울주군,여,20~29세,0,0,0
